t,Flux_obs,Flux_err,W149_obs,W149e_obs,Flux_model,W149_model,Magnification_model
-35.750000000000014,3.088892490198151,0.15053332840054454,23.77549301795326,0.050097318009612334,3.2624398103678267,23.716143729989522,1.045521111894495
-35.74166666666668,3.264444189391783,0.15053370019281084,23.71547687979183,0.05009681718863586,3.262480482944051,23.716130194287455,1.045553241225422
-35.73333333333335,3.4551918944168163,0.15053407228201687,23.653819569442216,0.05009631594861587,3.2625211900592603,23.716116647259888,1.0455853978404448
-35.725000000000016,2.881249825130774,0.15053444466842636,23.851047709061348,0.050095814289148284,3.2625619317475447,23.7161030888959,1.0456175817664937
-35.71666666666668,3.115369617247084,0.1505348173523035,23.76622604971268,0.05009531220982862,3.262602708043036,23.716089519184557,1.0456497930305302
-35.70833333333335,3.0506774637429808,0.15053519033391294,23.789009265490186,0.05009480971025203,3.262643518979903,23.71607593811492,1.0456820316595468
-35.70000000000002,3.0863572807729134,0.15053556361351916,23.77638450215758,0.050094306790013095,3.262684364592353,23.71606234567603,1.0457142976805653
-35.691666666666684,3.4129890110979813,0.15053593719138764,23.66716277507486,0.05009380344870618,3.262725244914633,23.716048741856923,1.0457465911206387
-35.68333333333335,3.198993767725382,0.15053631106778323,23.737466515017235,0.050093299685924964,3.2627661599810267,23.71603512664662,1.0457789120068497
-35.67500000000002,3.32084727016346,0.15053668524297126,23.69687774419472,0.050092795501262735,3.2628071098258564,23.716021500034127,1.045811260366312
-35.666666666666686,3.1852119340743434,0.1505370597172183,23.742154164415094,0.05009229089431266,3.262848094483485,23.71600786200845,1.0458436362261694
-35.65833333333335,3.2592992196695008,0.15053743449078932,23.7171894183476,0.05009178586466685,3.2628891139883134,23.715994212558563,1.0458760396135973
-35.65000000000002,3.3231022350694537,0.15053780956395116,23.696140743670863,0.050091280411917544,3.2629301683747793,23.715980551673447,1.0459084705558
-35.64166666666669,3.017258147569434,0.1505381849369704,23.800968828250962,0.05009077453565632,3.2629712576773615,23.715966879342062,1.0459409290800137
-35.633333333333354,3.247259768098052,0.1505385606101135,23.721207420305166,0.050090268235474245,3.263012381930576,23.715953195553357,1.0459734152135052
-35.62500000000002,3.167292524856845,0.15053893658364742,23.748279560496414,0.05008976151096197,3.263053541168979,23.71593950029627,1.0460059289835713
-35.61666666666669,3.315548641254355,0.1505393128578395,23.698611490807014,0.05008925436170978,3.263094735427165,23.715925793559723,1.0460384704175403
-35.608333333333356,3.2558802154210706,0.15053968943295748,23.718328953206,0.050088746787307535,3.263135964739768,23.715912075332636,1.046071039542771
-35.60000000000002,3.3132769550884076,0.15054006630926867,23.699355650380056,0.05008823878734446,3.2631772291414602,23.715898345603904,1.0461036363866532
-35.59166666666669,3.092331971306894,0.15054044348704124,23.774284723520978,0.05008773036140951,3.263218528666953,23.71588460436242,1.046136260976607
-35.58333333333336,2.96502804763224,0.1505408209665433,23.819927985197612,0.05008722150909112,3.2632598633509966,23.715870851597057,1.0461689133400838
-35.575000000000024,3.3753304464648943,0.15054119874804392,23.679209257785253,0.05008671222997744,3.2633012332283826,23.715857087296687,1.046201593504566
-35.56666666666669,3.114344406498563,0.15054157683186428,23.766583404298455,0.05008620252358395,3.2633426383397737,23.715843311448214,1.0462343015021764
-35.55833333333336,3.2572415191263606,0.15054195521811425,23.717875095040817,0.05008569238971348,3.2633840787025346,23.71582952404631,1.0462670373466318
-35.550000000000026,3.6274838052487217,0.15054233390722244,23.600986294439085,0.05008518182773704,3.2634255543690767,23.715815725073973,1.046299801079335
-35.54166666666669,3.1410972727309523,0.15054271289945897,23.75729653567027,0.05008467083724081,3.263467065374365,23.71580191452002,1.0463325927279055
-35.53333333333336,3.105512060016564,0.1505430921949328,23.76966694966508,0.05008415941802645,3.2635086117358307,23.715788092379093,1.0463654123061144
-35.52500000000003,3.073843704856279,0.15054347179407437,23.780795546908617,0.05008364756946325,3.2635501935060547,23.71577425863414,1.0463982598554973
-35.516666666666694,3.151837793762795,0.15054385169710105,23.753590352866116,0.05008313529120826,3.263591810714251,23.7157604132759,1.0464311353991322
-35.50833333333336,3.1840844285876333,0.15054423190428276,23.742538562775938,0.050082622582845696,3.263633463395526,23.715746556293126,1.0464640389647504
-35.50000000000003,3.3129279709997146,0.15054461241589026,23.69947001589231,0.05008210944395953,3.263675151585022,23.71573268767458,1.0464969705801144
-35.491666666666696,3.2750117114540895,0.1505449932321952,23.711967856576837,0.050081595874133446,3.2637168753179253,23.71571880740901,1.0465299302730182
-35.48333333333336,3.545452032827046,0.15054537435346846,23.62582096477977,0.05008108187295036,3.2637586346294603,23.715704915485144,1.0465629180712877
-35.47500000000003,3.3760226594124285,0.15054575577998122,23.67898661777535,0.05008056743999278,3.26380042955489,23.715691011891696,1.0465959340027788
-35.4666666666667,3.067527352697606,0.1505461375120057,23.783028890106575,0.05008005257484296,3.2638422601295183,23.715677096617377,1.0466289780953806
-35.458333333333364,3.293282268592873,0.15054651954981405,23.705927610330292,0.05007953727708262,3.2638841263886897,23.71566316965088,1.0466620503770125
-35.45000000000003,3.4997071238178785,0.15054690189367842,23.63992074614704,0.050079021546292964,3.263926028367788,23.71564923098089,1.0466951508756264
-35.4416666666667,3.5990058775223046,0.15054728454387112,23.60954361025476,0.05007850538205467,3.2639679661022356,23.71563528059607,1.0467282796192046
-35.433333333333366,3.1040229827184973,0.15054766750066517,23.7701876795278,0.05007798878394813,3.264009939627497,23.715621318485084,1.0467614366357618
-35.42500000000003,3.423366152461878,0.1505480507643338,23.66386661901961,0.05007747175155325,3.264051948979076,23.715607344636574,1.0467946219533446
-35.4166666666667,3.364799290447672,0.15054843433515014,23.682602090599072,0.05007695428444938,3.264093994192516,23.715593359039172,1.0468278356000302
-35.40833333333337,2.9980130444994044,0.1505488182133879,23.80791620461846,0.05007643638221548,3.264136075303402,23.7155793616815,1.046861077603929
-35.400000000000034,3.2646720442328383,0.15054920239932104,23.715401099168048,0.05007591804443012,3.264178192347357,23.715565352552165,1.046894347993182
-35.3916666666667,3.4706321340532695,0.1505495868932775,23.64897854117249,0.05007539927059788,3.2642203453659997,23.71555133163778,1.0469276468006652
-35.38333333333337,3.3013735086833074,0.15054997169536927,23.703263344897035,0.0500748800605163,3.264262534377176,23.715537298932873,1.0469609740404766
-35.375000000000036,3.192208882925333,0.1505503568060332,23.73977174557948,0.050074360413542476,3.26430475943449,23.715523254420066,1.0469943297549602
-35.3666666666667,3.3066052105549684,0.15055074222549072,23.70154413557063,0.050073840329326616,3.264347020567774,23.715509198089908,1.0470277139676825
-35.35833333333337,3.5437878073923614,0.15055112795401632,23.626330726018274,0.05007331980744465,3.2643893178128556,23.715495129930936,1.047061126706945
-35.35000000000004,3.1263613953882747,0.15055151399188552,23.762402051595792,0.0500727988474724,3.2644316512056,23.715481049931686,1.0470945680010801
-35.341666666666704,3.3134772210219263,0.15055190033937413,23.699290026707022,0.05007227744898514,3.2644740207819165,23.71546695808068,1.0471280378784538
-35.33333333333337,3.510412090119622,0.1505522869967575,23.636604745900996,0.0500717556115575,3.2645164265777513,23.71545285436642,1.0471615363674625
-35.32500000000004,3.26551067435395,0.1505526739643127,23.715122230680247,0.05007123333476411,3.264558868629095,23.715438738777408,1.0471950634965363
-35.316666666666706,3.4232334581070907,0.1505530612423157,23.663908704455704,0.05007071061817868,3.2646013469719755,23.715424611302126,1.0472286192941362
-35.30833333333337,3.1484483323654153,0.15055344883104288,23.754758573240597,0.0500701874613745,3.2646438616424645,23.71541047192904,1.0472622037887562
-35.30000000000004,3.3310393867324333,0.15055383673077155,23.693550580280895,0.05006966386392465,3.2646864126766726,23.71539632064661,1.0472958170089224
-35.29166666666671,3.071261044219334,0.15055422494177867,23.78170817197775,0.0500691398254015,3.2647290001107523,23.715382157443283,1.0473294589831934
-35.283333333333374,3.6519703574265825,0.15055461346434204,23.593681890589632,0.05006861534537719,3.2647716239808964,23.71536798230749,1.04736312974016
-35.27500000000004,3.02107704816153,0.15055500229873922,23.799595496346182,0.05006809042342318,3.264814284323339,23.715353795227653,1.047396829308445
-35.26666666666671,3.2745880008403168,0.15055539144524782,23.712108334766214,0.050067565059110426,3.264856981174356,23.715339596192173,1.0474305577167045
-35.258333333333375,3.279995654477059,0.15055578090414673,23.710316829164313,0.05006703925200974,3.2648997145702627,23.715325385189452,1.0474643149936262
-35.25000000000004,3.179393196914285,0.1505561706757141,23.744139398449498,0.05006651300169115,3.264942484547417,23.71531116220787,1.0474981011679307
-35.24166666666671,3.3656554836716723,0.15055656076022872,23.682325853697474,0.050065986307724276,3.264985291142218,23.71529692723579,1.0475319162683718
-35.23333333333338,3.127222813496429,0.15055695115796924,23.762102935824057,0.050065459169678236,3.2650281343911054,23.715282680261573,1.047565760323735
-35.225000000000044,3.3400519435400895,0.1505573418692158,23.690616947778413,0.050064931587122004,3.2650710143305606,23.715268421273567,1.0475996333628381
-35.21666666666671,3.3643173342262256,0.1505577328942473,23.682757616903288,0.050064403559623626,3.2651139309971065,23.715254150260098,1.0476335354145336
-35.20833333333338,3.3366437398716697,0.1505581242333436,23.69172540340163,0.0500638750867509,3.265156884427307,23.715239867209483,1.0476674665077044
-35.200000000000045,3.254110708734374,0.15055851588678512,23.718919189826607,0.05006334616807122,3.2651998746577684,23.715225572110032,1.0477014266712674
-35.19166666666671,3.329186770418488,0.15055890785485185,23.694154599606964,0.050062816803151326,3.265242901725137,23.715211264950035,1.0477354159341723
-35.18333333333338,3.176448772903452,0.1505593001378244,23.745145360521743,0.05006228699155756,3.265285965666102,23.71519694571777,1.0477694343254014
-35.17500000000005,3.1006319732365957,0.15055969273598382,23.771374447255543,0.05006175673285588,3.2653290665173946,23.71518261440151,1.0478034818739699
-35.166666666666714,2.8837894267329793,0.15056008564961124,23.850091137054438,0.0500612260266117,3.265372204315786,23.715168270989505,1.0478375586089261
-35.15833333333338,3.4864487840380667,0.15056047887904342,23.64404177550448,0.050060694872314605,3.265415379104205,23.715153915467962,1.047871664564181
-35.15000000000005,3.309069964202395,0.15056087242439556,23.700735125961195,0.05006016326975493,3.265458590901164,23.715139547831214,1.0479057997543593
-35.141666666666715,3.335371004586437,0.15056126628611574,23.692139627544694,0.0500596312182707,3.265501839761904,23.71512516806137,1.0479399642230975
-35.13333333333338,3.275505636726461,0.15056166046443134,23.711804122165287,0.05005909871750094,3.2655451257172494,23.715110776148673,1.0479741579947468
-35.12500000000005,3.1632686338639235,0.15056205495962421,23.749659812456347,0.05005856576700845,3.2655884488041833,23.71509637208131,1.0480083810985203
-35.11666666666672,3.270807462652545,0.15056244977197736,23.713362550088505,0.05005803236635589,3.2656318090597276,23.715081955847456,1.048042633563665
-35.108333333333384,3.323508312800988,0.15056284490177357,23.69600807656409,0.05005749851510528,3.265675206520949,23.715067527435277,1.0480769154194611
-35.10000000000005,3.074472740625499,0.1505632403492962,23.78057338303102,0.05005696421281821,3.2657186412249555,23.715053086832924,1.0481112266952217
-35.09166666666672,3.246322214384809,0.15056363611482865,23.721520940953766,0.05005642945905579,3.265762113208896,23.715038634028534,1.0481455674202935
-35.083333333333385,3.3231940542978347,0.15056403219865486,23.696110744568745,0.05005589425337871,3.265805622509963,23.715024169010235,1.0481799376240561
-35.07500000000005,3.2105342254435727,0.1505644286010586,23.733556739970602,0.050055358595346995,3.2658491691653917,23.715009691766134,1.048214337335924
-35.06666666666672,3.2102300795146386,0.15056482532232446,23.733659600699056,0.050054822484520416,3.2658927532124586,23.714995202284335,1.048248766585343
-35.05833333333339,3.0553827825882873,0.15056522236273678,23.787335932496273,0.0500542859204581,3.2659363746884824,23.71498070055292,1.048283225401794
-35.050000000000054,3.3419056568088346,0.1505656197225805,23.690014536395065,0.05005374890271877,3.265980033630825,23.714966186559966,1.0483177138147906
-35.04166666666672,3.2469258462214983,0.15056601740214107,23.721319074357815,0.050053211430860736,3.266023730076892,23.714951660293533,1.0483522318538805
-35.03333333333339,3.379418249599599,0.1505664154017032,23.67789513742259,0.05005267350444155,3.2660674640641285,23.714937121741663,1.048386779548645
-35.025000000000055,3.358740016652264,0.15056681372155264,23.68455902857913,0.050052135123018475,3.266111235630025,23.71492257089239,1.0484213569286989
-35.01666666666672,3.340790335171667,0.1505672123620325,23.69037694853954,0.05005159628607203,3.2661550448183285,23.714908007731676,1.0484559640286004
-35.00833333333339,3.00464161813862,0.15056761132325835,23.805518303784304,0.050051056993387556,3.266198891647967,23.714893432253717,1.048490600863302
-35.00000000000006,2.985224104411694,0.15056801060568714,23.812557650736835,0.05005051724429176,3.266242776175206,23.714878844440317,1.0485252674772498
-34.991666666666724,3.2837041885327483,0.15056841020954842,23.709089932683483,0.05004997703841619,3.2662866984314904,23.714864244281518,1.048559963895284
-34.98333333333339,3.107238901473408,0.15056881013512943,23.769063386332352,0.050049436375315746,3.2663306584545224,23.71484963176529,1.0485946901471883
-34.97500000000006,3.275169930127294,0.15056921038271756,23.71191540498047,0.05004889525454482,3.266374656282049,23.71483500687959,1.04862944626278
-34.966666666666725,3.178439217130026,0.1505696109526,23.74446522345736,0.05004835367565714,3.266418691951859,23.714820369612355,1.0486642322719113
-34.95833333333339,3.1677728062836765,0.1505700118450645,23.7481149342748,0.05004781163820603,3.266462765501786,23.714805719951514,1.048699048204468
-34.95000000000006,3.218132952479141,0.15057041306039937,23.730990044054796,0.05004726914174442,3.266506876969706,23.714791057884984,1.04873389409037
-34.94166666666673,2.9235476245671164,0.150570814598893,23.835224567788707,0.050046726185824744,3.266551026393535,23.714776383400668,1.0487687699595707
-34.933333333333394,3.482656674480971,0.15057121646083366,23.645223342082687,0.05004618276999874,3.2665952138112377,23.714761696486452,1.048803675842059
-34.92500000000006,3.041627479581,0.15057161864651047,23.792234942069406,0.0500456388938179,3.2666394392608185,23.714746997130213,1.0488386117678563
-34.91666666666673,3.3691109158954613,0.1505720211562125,23.681211727987662,0.050045094556833064,3.266683702780325,23.714732285319812,1.0488735777670197
-34.908333333333395,3.264032106693335,0.15057242399022877,23.715613944884925,0.050044549758594535,3.2667280044078506,23.714717561043095,1.04890857386964
-34.90000000000006,3.187862833604626,0.1505728271488494,23.741250933912983,0.05004400449865236,3.26677234418153,23.7147028242879,1.0489436001058419
-34.89166666666673,3.113555992347023,0.15057323063236433,23.766858299443985,0.05004345877655592,3.266816722139543,23.71468807504205,1.0489786565057857
-34.8833333333334,3.30556172968355,0.15057363444106397,23.70188682049698,0.05004291259185423,3.2668611383201123,23.714673313293357,1.0490137430996649
-34.875000000000064,3.350724405425481,0.1505740385752381,23.687153227729784,0.05004236594409547,3.266905592761502,23.714658539029607,1.0490488599177075
-34.86666666666673,3.248813132528564,0.150574443035178,23.720688169964433,0.050041818832827725,3.266950085502024,23.714643752238587,1.0490840069901772
-34.8583333333334,3.174347607203784,0.15057484782117467,23.745863793807594,0.05004127125759841,3.266994616580032,23.714628952908065,1.049119184347371
-34.850000000000065,3.087110985320352,0.15057525293351925,23.776119392082126,0.05004072321795442,3.267039186033922,23.714614141025795,1.0491543920196211
-34.84166666666673,2.8705506900267506,0.1505756583725035,23.85508694919476,0.05004017471344225,3.2670837939021355,23.71459931657952,1.049189630037294
-34.8333333333334,3.3280823965203523,0.15057606413841904,23.694514825010422,0.05003962574360773,3.2671284402231593,23.714584479556965,1.0492248984307915
-34.82500000000007,3.4084324729995408,0.15057647023155793,23.6686132642813,0.05003907630799631,3.2671731250355203,23.714569629945846,1.0492601972305489
-34.816666666666734,3.1877025357219813,0.150576876652213,23.741305530236506,0.05003852640615304,3.2672178483777934,23.714554767733866,1.0492955264670378
-34.8083333333334,3.3187223514968505,0.15057728340067672,23.697572699241125,0.05003797603762232,3.2672626102885944,23.71453989290871,1.0493308861707638
-34.80000000000007,3.241432253469362,0.15057769047724226,23.723157627002056,0.050037425201948135,3.267307410806586,23.714525005458057,1.049366276372267
-34.791666666666735,3.06088079128716,0.1505780978822022,23.78538396014119,0.05003687389867371,3.2673522499704726,23.71451010536956,1.0494016971021238
-34.7833333333334,3.2617102147980566,0.15057850561585043,23.716386565707637,0.0500363221273421,3.267397127819005,23.714495192630867,1.0494371483909437
-34.77500000000007,3.028350288153373,0.15057891367848064,23.79698472896241,0.05003576988749575,3.267442044390976,23.714480267229614,1.0494726302693724
-34.76666666666674,3.146114389294586,0.15057932207038693,23.7555637273776,0.05003521717867655,3.267486999725226,23.71446532915342,1.0495081427680908
-34.758333333333404,3.4056562893264033,0.1505797307918633,23.66949796167721,0.05003466400042587,3.267531993860636,23.714450378389888,1.049543685917814
-34.75000000000007,3.218332819031795,0.15058013984326354,23.730922615015288,0.05003411035220606,3.267577026842546,23.714435414924488,1.0495792597543576
-34.74166666666674,3.3440336858747566,0.15058054922470668,23.689323390944516,0.05003355623379368,3.267622098690693,23.71442043875118,1.0496148642933134
-34.733333333333405,3.31611470040859,0.15058095893666298,23.698426140348882,0.050033001644492286,3.2676672094633283,23.714405449851142,1.0496504995806966
-34.72500000000007,3.449720137894286,0.15058136897936986,23.655540340214067,0.05003244658392016,3.2677123591931014,23.714390448214058,1.0496861656422989
-34.71666666666674,3.1366260407305293,0.15058177935312284,23.75884314071838,0.050031891051616165,3.267757547919117,23.714375433827463,1.0497218625090114
-34.70833333333341,3.314237212964392,0.15058219005821785,23.699041026609297,0.050031335047118645,3.267802775680528,23.714360406678882,1.0497575902117622
-34.700000000000074,3.065413099871118,0.15058260109495097,23.783777477492485,0.050030778569965434,3.2678480425165284,23.714345366755822,1.0497933487815134
-34.69166666666674,3.175453782786639,0.15058301246361885,23.745485509569235,0.05003022161969394,3.2678933484663584,23.71433031404578,1.0498291382492624
-34.68333333333341,3.291974489786715,0.15058342416451886,23.706358847218517,0.05002966419584121,3.267938693569304,23.71431524853625,1.0498649586460433
-34.675000000000075,3.1944085047330626,0.15058383619794735,23.73902386638682,0.050029106297943354,3.2679840778646945,23.714300170214685,1.0499008100029246
-34.66666666666674,3.3040810480354743,0.15058424856420177,23.70237327029586,0.05002854792553622,3.268029501391907,23.714285079068546,1.0499366923510114
-34.65833333333341,3.1173931844797536,0.1505846612635797,23.7655210460556,0.050027989078155116,3.2680749641903604,23.714269975085273,1.0499726057214436
-34.65000000000008,3.1786903026976363,0.15058507429637974,23.744379457486872,0.05002742975533511,3.2681204662995205,23.7142548582523,1.0500085501453968
-34.641666666666744,3.4132199283963773,0.15058548766289928,23.667089318409968,0.05002686995661022,3.2681660077588983,23.714239728557033,1.0500445256540831
-34.63333333333341,3.26646264669117,0.15058590136343708,23.714805759442854,0.05002630968151432,3.2682115886080503,23.714224585986873,1.0500805322787496
-34.62500000000008,3.1721181222393655,0.15058631539829206,23.746626622363394,0.050025748929580754,3.2682572088865776,23.71420943052921,1.0501165700506798
-34.616666666666745,3.379291718353865,0.15058672976776308,23.67793579001907,0.05002518770034222,3.2683028686341267,23.71419426217141,1.0501526390011924
-34.60833333333341,3.458099375991007,0.15058714447214921,23.6529063262206,0.050024625993330886,3.268348567890391,23.714179080900834,1.050188739161643
-34.60000000000008,3.2789080127165433,0.1505875595117506,23.710676917407085,0.05002406380807865,3.2683943066951078,23.714163886704828,1.050224870563422
-34.59166666666675,3.3138735353631654,0.15058797488686643,23.6991601730611,0.05002350114411651,3.2684400850880606,23.714148679570716,1.0502610332379567
-34.583333333333414,2.9665251741002283,0.1505883905977973,23.81937990465845,0.05002293800097531,3.2684859031090783,23.71413345948582,1.05029722721671
-34.57500000000008,3.0390364811551294,0.15058880664484373,23.793160216344013,0.05002237437818525,3.2685317607980364,23.71411822643744,1.0503334525311812
-34.56666666666675,3.2170053253252258,0.15058922302830646,23.731370550451445,0.050021810275275996,3.2685776581948556,23.714102980412864,1.0503697092129056
-34.558333333333415,3.3526890010278083,0.1505896397484857,23.686516825793966,0.050021245691776434,3.268623595339501,23.714087721399363,1.0504059972934547
-34.55000000000008,3.2727808614463405,0.1505900568056839,23.71270768291909,0.05002068062721558,3.2686695722719863,23.714072449384204,1.0504423168044361
-34.54166666666675,3.280169668749728,0.15059047420020144,23.71025922890983,0.05002011508112113,3.268715589032369,23.714057164354625,1.0504786677774938
-34.53333333333342,3.3493453623049962,0.1505908919323413,23.68760017145332,0.05001954905302104,3.2687616456607533,23.714041866297865,1.0505150502443086
-34.525000000000084,3.30459013540366,0.15059131000246415,23.702205994735376,0.05001898254236112,3.2688077422038724,23.71402655519895,1.0505514642417966
-34.51666666666675,3.4169186652501633,0.15059172841069443,23.665913397057416,0.05001841554891094,3.268853878682175,23.714011231051646,1.0505879097861117
-34.50833333333342,3.067407870123005,0.15059214715751268,23.783071181199272,0.05001784807195343,3.2689000551556515,23.71399589383658,1.050624386924643
-34.500000000000085,3.031569300347703,0.1505925662431632,23.79583124883429,0.050017280111095304,3.2689462716580078,23.713980543543116,1.0506608956840169
-34.49166666666675,3.325686104080969,0.15059298566794907,23.695296860505305,0.05001671166586148,3.268992528229579,23.713965180158418,1.0506974360960963
-34.48333333333342,3.4161058339196817,0.1505934054321734,23.66617170738782,0.05001614273577626,3.269038824910747,23.713949803669628,1.0507340081927805
-34.47500000000009,2.9939737739036554,0.15059382553613995,23.809380020585966,0.05001557332036352,3.2690851617419403,23.71393441406388,1.050770612006006
-34.466666666666754,3.4723751839199024,0.15059424598015342,23.648433390548274,0.050015003419146886,3.2691315387636317,23.713919011328294,1.0508072475677446
-34.45833333333342,3.537617379291373,0.15059466676451777,23.62822285299224,0.050014433031649055,3.2691779560163434,23.713903595449974,1.0508439149100066
-34.45000000000009,3.373182151213386,0.15059508788953763,23.679900515889347,0.05001386215739235,3.2692244135406425,23.71388816641601,1.0508806140648381
-34.441666666666755,3.399208270923984,0.15059550935551821,23.671555562989255,0.05001329079589867,3.269270911377143,23.713872724213477,1.0509173450643226
-34.43333333333342,3.1246407950478625,0.15059593116276435,23.76299975355582,0.050012718946689155,3.2693174495665067,23.713857268829436,1.0509541079405795
-34.42500000000009,3.6079688845571076,0.15059635331158228,23.60684304126996,0.05001214660928479,3.2693640281494405,23.71384180025094,1.0509909027257671
-34.41666666666676,3.254246233222847,0.15059677580227698,23.718873972932357,0.050011573783205525,3.2694106471666995,23.713826318465014,1.0510277294520787
-34.408333333333424,3.1822193453349166,0.15059719863515492,23.74317472106879,0.05001100046797116,3.2694573066590853,23.71381082345868,1.051064588151746
-34.40000000000009,3.284560257355755,0.15059762181052241,23.708806915783715,0.05001042666310087,3.269504006667445,23.713795315218942,1.051101478857036
-34.39166666666676,3.365593017317395,0.1505980453286862,23.68234600508021,0.05000985236811326,3.2695507472326755,23.71377979373279,1.0511384016002556
-34.383333333333425,3.2822087530618034,0.15059846918995323,23.709584501671895,0.050009277582526455,3.2695975283957184,23.7137642589872,1.0511753564137465
-34.37500000000009,3.1994127773851773,0.1505988933946308,23.737324312750086,0.050008702305858015,3.2696443501975647,23.713748710969135,1.0512123433298892
-34.36666666666676,3.1286960608775987,0.1505993179430261,23.761591561529734,0.05000812653762487,3.26969121267925,23.713733149665536,1.0512493623811001
-34.35833333333343,3.2512985711682263,0.15059974283544747,23.71985786704956,0.05000755027734367,3.2697381158818595,23.71371757506334,1.0512864135998343
-34.350000000000094,2.9222484255011234,0.15060016807220233,23.835707166727936,0.05000697352453015,3.2697850598465243,23.713701987149463,1.0513234970185836
-34.34166666666676,3.234822514380771,0.1506005936535996,23.725373857147876,0.050006396278699926,3.2698320446144233,23.71368638591081,1.0513606126698773
-34.33333333333343,3.3693449483996702,0.15060101957994737,23.681136310839246,0.050005818539367676,3.269879070226783,23.71367077133426,1.051397760586282
-34.325000000000095,3.1963285645038413,0.1506014458515556,23.7383714601155,0.05000524030604808,3.269926136724877,23.713655143406704,1.0514349408004022
